"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"13/11/2019","500","500","500","500","0,40K","-0,79%"
"15/11/2019","494","494","494","494","0,80K","-1,20%"
"18/11/2019","494","494","494","494","10,10K","0,00%"
"20/11/2019","495","495","495","495","0,20K","0,20%"
"21/11/2019","491","492","492","491","2,40K","-0,81%"
"25/11/2019","487","487","487","487","1,00K","-0,81%"
"27/11/2019","483","483","483","483","0,10K","-0,82%"
"28/11/2019","479","479","479","479","0,40K","-0,83%"
"29/11/2019","471","471","471","471","0,10K","-1,67%"
"02/12/2019","470","470","470","470","8,50K","-0,21%"
"03/12/2019","481","481","481","481","0,10K","2,34%"
"10/12/2019","498","497","498","497","1,00K","3,53%"
"16/12/2019","498","504","504","498","5,50K","0,00%"
"06/01/2020","507","503","507","503","10,00K","1,81%"
"20/01/2020","501","503","503","501","2,50K","-1,18%"
"21/01/2020","489","489","489","489","2,50K","-2,40%"
"23/01/2020","483","483","483","483","2,50K","-1,23%"
"27/01/2020","468","477","477","468","9,70K","-3,11%"
"31/01/2020","447","452","452","447","0,20K","-4,49%"
"03/02/2020","443","447","447","443","0,70K","-0,89%"
"04/02/2020","440","440","440","440","2,30K","-0,68%"
"05/02/2020","444","446","446","444","0,30K","0,91%"
"06/02/2020","451","451","451","451","0,20K","1,58%"
"10/02/2020","441","441","441","441","0,40K","-2,22%"
"11/02/2020","439","442","442","438","4,00K","-0,45%"
"14/02/2020","435","435","435","435","0,10K","-0,91%"
"17/02/2020","445","445","445","445","0,10K","2,30%"
"18/02/2020","455","450","455","450","0,20K","2,25%"
"19/02/2020","457","457","457","457","0,10K","0,44%"
"21/02/2020","450","450","450","450","0,10K","-1,53%"
"27/02/2020","434","434","434","434","1,00K","-3,56%"
"09/03/2020","366","387","387","366","24,50K","-15,67%"
"10/03/2020","372","372","372","372","2,20K","1,64%"
"12/03/2020","366","366","366","366","0,30K","-1,61%"
"15/04/2020","342","344","344","342","1,20K","-6,56%"
"16/04/2020","325","325","325","325","0,10K","-4,97%"
"17/04/2020","316","317","317","316","0,30K","-2,77%"
"20/04/2020","307","313","313","307","2,10K","-2,85%"
"21/04/2020","292","292","292","292","0,10K","-4,89%"
"22/04/2020","291","294","294","291","0,20K","-0,34%"
"23/04/2020","294","294","294","294","0,10K","1,03%"
"24/04/2020","285","285","285","285","0,10K","-3,06%"
"27/04/2020","288","288","288","288","0,10K","1,05%"
"30/04/2020","301","305","305","301","0,60K","4,51%"
"04/05/2020","286","286","286","286","0,10K","-4,98%"
"08/05/2020","296","296","296","296","0,10K","3,50%"
"12/05/2020","291","291","291","291","0,10K","-1,69%"
"14/05/2020","279","279","279","279","0,10K","-4,12%"
"15/05/2020","272","279","279","272","2,30K","-2,51%"
"18/05/2020","274","274","274","274","1,90K","0,74%"
"19/05/2020","283","283","283","283","0,10K","3,28%"
"27/05/2020","292","292","292","292","0,10K","3,18%"
"28/05/2020","296","296","296","296","0,10K","1,37%"
"02/06/2020","313","313","313","313","0,10K","5,74%"
"03/06/2020","329","329","329","329","0,10K","5,11%"
"09/06/2020","358","358","358","358","0,10K","8,81%"
"10/06/2020","340","358","358","340","0,20K","-5,03%"
"11/06/2020","328","337","337","328","1,90K","-3,53%"
"12/06/2020","333","333","333","333","0,10K","1,52%"
"15/06/2020","325","325","325","325","0,10K","-2,40%"
"16/06/2020","344","344","344","344","0,10K","5,85%"
"22/06/2020","339","349","349","339","0,50K","-1,45%"
"23/06/2020","338","338","338","338","0,40K","-0,29%"
"24/06/2020","346","346","346","346","0,90K","2,37%"
"25/06/2020","340","341","341","340","0,80K","-1,73%"
"29/06/2020","337","337","337","337","1,80K","-0,88%"
"02/07/2020","349","349","349","348","5,80K","3,56%"
"03/07/2020","350","350","350","350","1,70K","0,29%"
"07/07/2020","351","351","351","351","1,70K","0,29%"
"08/07/2020","362","362","362","362","0,10K","3,13%"
"09/07/2020","368","363","368","363","1,80K","1,66%"
"10/07/2020","359","359","359","359","0,10K","-2,45%"
"13/07/2020","366","366","366","366","1,70K","1,95%"
"15/07/2020","368","366","368","366","1,60K","0,55%"
"17/07/2020","368","368","368","368","1,60K","0,00%"
"29/07/2020","371","371","371","371","0,70K","0,82%"
"30/07/2020","369","369","369","369","0,10K","-0,54%"
"03/08/2020","351","358","358","351","3,80K","-4,88%"
"04/08/2020","357","357","357","357","20,00K","1,71%"
"05/08/2020","361","365","365","361","0,90K","1,12%"
"06/08/2020","376","376","376","376","0,10K","4,16%"
"10/08/2020","384","384","384","384","0,10K","2,13%"
"12/08/2020","392","392","392","392","1,00K","2,08%"
"18/08/2020","396","398","398","396","0,60K","1,02%"
"19/08/2020","394","397","399","394","1,10K","-0,51%"
"24/08/2020","397","397","397","397","0,80K","0,76%"
"25/08/2020","402","401","402","401","0,60K","1,26%"
"26/08/2020","402","402","402","402","0,10K","0,00%"
"27/08/2020","399","405","405","399","0,40K","-0,75%"
"28/08/2020","404","404","404","404","0,80K","1,25%"
"31/08/2020","388","405","405","388","2,60K","-3,96%"
"01/09/2020","393","393","393","393","0,60K","1,29%"
"04/09/2020","388","388","388","388","0,10K","-1,27%"
"08/09/2020","394","394","394","394","0,10K","1,55%"
"09/09/2020","382","385","385","382","0,20K","-3,05%"
"10/09/2020","358","358","358","358","0,10K","-6,28%"
"11/09/2020","369","369","369","369","0,10K","3,07%"
"15/09/2020","380","380","380","380","0,10K","2,98%"
"17/09/2020","374","374","374","374","1,00K","-1,58%"
"18/09/2020","377","377","377","377","0,20K","0,80%"
"21/09/2020","372","375","375","372","1,00K","-1,33%"
"22/09/2020","370","369","370","369","0,90K","-0,54%"
"23/09/2020","363","368","368","363","0,70K","-1,89%"
"25/09/2020","370","370","370","370","0,10K","1,93%"
"28/09/2020","364","364","364","364","0,10K","-1,62%"
"29/09/2020","362","363","363","362","0,20K","-0,55%"
"02/10/2020","360","365","365","360","1,10K","-0,55%"
"05/10/2020","364","364","364","364","0,10K","1,11%"
"06/10/2020","370","370","370","370","1,00K","1,65%"
"07/10/2020","368","368","368","368","1,20K","-0,54%"
"08/10/2020","368","373","373","368","1,10K","0,00%"
"12/10/2020","374","374","374","374","2,00K","1,63%"
"14/10/2020","378","378","378","378","1,40K","1,07%"
"15/10/2020","372","372","372","372","0,10K","-1,59%"
"16/10/2020","376","376","376","376","1,40K","1,08%"
"19/10/2020","381","381","381","381","0,10K","1,33%"
"20/10/2020","383","384","384","383","2,00K","0,52%"
"21/10/2020","387","387","387","387","0,70K","1,04%"
"22/10/2020","380","387","387","380","12,40K","-1,81%"
"23/10/2020","384","384","384","384","1,40K","1,05%"
"26/10/2020","381","387","387","381","11,20K","-0,78%"
"27/10/2020","377","386","386","377","7,70K","-1,05%"
"02/11/2020","377","378","378","377","1,50K","0,00%"
"03/11/2020","382","382","382","382","0,60K","1,33%"
"04/11/2020","375","383","383","375","1,50K","-1,83%"
"05/11/2020","386","386","386","386","0,10K","2,93%"
"06/11/2020","391","391","391","391","0,60K","1,30%"
"09/11/2020","397","397","397","397","1,30K","1,53%"
"10/11/2020","404","400","404","400","1,10K","1,76%"
"11/11/2020","411","416","416","411","0,60K","1,73%"
"12/11/2020","403","411","411","403","1,10K","-1,95%"
"13/11/2020","413","401","413","401","0,90K","2,48%"
"17/11/2020","422","422","422","422","0,10K","2,18%"
"18/11/2020","420","420","420","420","1,20K","-0,47%"
